Date,Open,High,Low,Close,Volume,RSI,AROONOSC,MFI,MOM,MA50,MA200,OBV
2002-02-08,108.63,110.75,108.3,110.09,19203500.0,,,,,,,19203500.0
2002-02-11,110.05,111.64,109.82,111.44,18458800.0,,,,,,,37662300.0
2002-02-12,110.96,111.71,110.03,111.09,13712600.0,,,,,,,23949700.0
2002-02-13,111.48,112.54,111.35,112.27,16554200.0,,,,,,,40503900.0
2002-02-14,112.51,112.97,111.59,112.06,20288000.0,,,,,,,20215900.0
2002-02-15,112.15,112.24,110.71,110.89,18280700.0,,,,,,,1935200.0
2002-02-19,110.15,110.3,108.61,108.76,15651800.0,,,,,,,-13716600.0
2002-02-20,109.05,110.59,107.82,110.59,28751500.0,,,,,,,15034900.0
2002-02-21,109.93,110.63,108.0,108.3,24936300.0,,,,,,,-9901400.0
2002-02-22,108.35,110.6,107.87,109.64,26331400.0,,,,,,,16430000.0
2002-02-25,109.75,111.81,109.7,111.45,17272300.0,,,,1.3599999999999994,,,33702300.0
2002-02-26,111.6,112.04,110.57,111.22,22136200.0,,,,-0.21999999999999886,,,11566100.0
2002-02-27,111.96,112.86,110.65,111.65,28101400.0,,,,0.5600000000000023,,,39667500.0
2002-02-28,111.83,112.75,111.03,111.15,23455300.0,,,,-1.1199999999999903,,,16212200.0
2002-03-01,111.72,113.87,111.51,113.74,25821700.0,60.482481332567474,50.0,68.11897420189558,1.6799999999999926,,,42033900.0
2002-03-04,113.9,115.99,113.65,115.75,27075900.0,64.85243840138327,57.142857142857146,69.11190437973958,4.859999999999999,,,69109800.0
2002-03-05,115.33,116.4,114.97,115.38,22636000.0,63.46124834720155,64.28571428571429,74.36243635346375,6.61999999999999,,,46473800.0
2002-03-06,115.1,117.75,115.08,116.75,19658300.0,66.34044940970459,71.42857142857143,74.67404588991084,6.159999999999997,,,66132100.0
2002-03-07,117.36,117.5,115.57,116.5,19119700.0,65.32880674027392,71.42857142857143,68.41717791759889,8.200000000000003,,,47012400.0
2002-03-08,117.38,117.91,116.48,116.99,19808100.0,66.40999073501595,85.71428571428572,74.30403215180212,7.349999999999994,,,66820500.0
